No,Number Per One Dimension,Gender,Size,Horizational Distance (CM),Vertical distance between shoulderes and table surface (shoulder normal),Vertical distance between shoulderes and table surface (round shoulder),Vertical distance between eye level and table surface,Vertical distance between Head posture device and table surface,Width of shoulders,Horizontal distance between eyes and head posture device,Shoulder Posture ,Head Posture,Sensor 1,Sensor 2 ,Senor 3
3210,30,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),744,689,767
3211,31,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),756,702,779
3212,32,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),752,695,775
3213,33,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),754,691,779
3214,34,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),761,697,773
3215,35,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),754,706,767
3216,36,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),756,693,779
3217,37,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),755,710,768
3218,38,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),757,711,760
3219,39,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),758,708,781
3220,40,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),762,698,765
3221,41,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),751,696,771
3222,42,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),743,701,772
3223,43,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),755,715,769
3224,44,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),756,697,771
3225,45,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),749,706,764
3226,46,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),759,691,766
3227,47,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),758,695,769
3228,48,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),755,688,775
3229,49,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),752,710,777
3230,50,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),753,687,781
3231,51,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),757,701,770
3232,52,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),750,697,768
3233,53,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),751,693,770
3234,54,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),754,704,778
3235,55,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),752,700,765
3236,56,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),750,689,758
3237,57,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),754,687,772
3238,58,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),746,701,767
3239,59,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),751,686,779
3240,60,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Poking Chin (Acceptable),751,704,765
3241,1,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),773,741,797
3242,2,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),785,755,792
3243,3,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),775,723,804
3244,4,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),784,736,802
3245,5,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),782,740,794
3246,6,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),775,737,803
3247,7,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),782,752,806
3248,8,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),783,749,805
3249,9,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),781,748,814
3250,10,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),786,760,791
3251,11,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),779,745,807
3252,12,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),775,771,797
3253,13,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),784,764,803
3254,14,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),776,747,819
3255,15,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),778,754,796
3256,16,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),774,736,784
3257,17,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),776,758,799
3258,18,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),783,750,789
3259,19,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),776,764,797
3260,20,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),776,754,795
3261,21,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),778,762,805
3262,22,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),784,738,801
3263,23,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),778,758,796
3264,24,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),785,762,793
3265,25,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),784,749,800
3266,26,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),777,738,792
3267,27,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),773,746,796
3268,28,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),787,743,801
3269,29,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),781,749,802
3270,30,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),773,737,792
3271,31,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),777,739,788
3272,32,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),781,770,800
3273,33,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),779,758,792
3274,34,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),787,758,799
3275,35,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),783,750,794
3276,36,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),783,738,781
3277,37,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),777,728,798
3278,38,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),773,755,804
3279,39,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),771,763,791
3280,40,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),775,769,799
3281,41,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),781,748,796
3282,42,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),784,765,801
3283,43,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),767,733,795
3284,44,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),783,762,796
3285,45,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),782,761,796
3286,46,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),778,757,796
3287,47,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),783,754,790
3288,48,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),779,749,809
3289,49,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),782,775,809
3290,50,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),780,767,795
3291,51,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),787,757,811
3292,52,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),778,750,793
3293,53,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),776,744,800
3294,54,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),770,767,795
3295,55,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),772,756,789
3296,56,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),776,740,783
3297,57,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),783,751,800
3298,58,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),778,747,801
3299,59,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),783,763,796
3300,60,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neutral Position(Best Position),773,736,801
3301,1,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,787,789,807
3302,2,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,802,831,800
3303,3,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,789,794,806
3304,4,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,782,812,806
3305,5,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,787,803,806
3306,6,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,790,782,802
3307,7,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,791,766,806
3308,8,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,783,770,806
3309,9,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,781,766,810
3310,10,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,789,775,797
3311,11,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,782,784,801
3312,12,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,790,787,811
3313,13,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,788,807,812
3314,14,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,791,807,805
3315,15,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,792,794,806
3316,16,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,788,804,814
3317,17,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,788,818,802
3318,18,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,788,8190,813
3319,19,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,803,795,805
3320,20,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,812,822,808
3321,21,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,787,8190,823
3322,22,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,802,794,810
3323,23,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,799,808,808
3324,24,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,781,794,805
3325,25,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,796,772,807
3326,26,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,795,799,815
3327,27,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,793,795,806
3328,28,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,790,817,820
3329,29,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,778,779,808
3330,30,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,784,790,800
3331,31,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,790,790,805
3332,32,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,779,773,804
3333,33,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,786,777,804
3334,34,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,784,815,804
3335,35,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,787,806,796
3336,36,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,791,791,814
3337,37,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,796,788,795
3338,38,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,796,798,798
3339,39,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,798,803,805
3340,40,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,787,799,804
3341,41,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,794,796,805
3342,42,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,787,796,807
3343,43,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,790,799,804
3344,44,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,791,783,815
3345,45,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,792,800,802
3346,46,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,789,787,805
3347,47,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,787,802,795
3348,48,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,792,800,809
3349,49,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,785,784,816
3350,50,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,788,775,801
3351,51,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,794,774,807
3352,52,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,797,801,817
3353,53,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,789,776,809
3354,54,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,797,808,813
3355,55,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,786,787,802
3356,56,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,799,785,802
3357,57,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,791,764,794
3358,58,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,797,781,809
3359,59,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,789,780,805
3360,60,Male,L,70,36,34,58,50,50,70,Acceptable Round Shoulder,Neck Extension,792,781,808
3361,1,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),662,570,691
3362,2,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),667,589,699
3363,3,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),712,673,733
3364,4,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),730,716,752
3365,5,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),738,679,756
3366,6,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),718,645,770
3367,7,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),712,621,742
3368,8,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),715,611,746
3369,9,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),714,621,744
3370,10,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),708,640,748
3371,11,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),710,628,760
3372,12,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),710,624,748
3373,13,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),711,617,751
3374,14,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),709,619,751
3375,15,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),712,614,752
3376,16,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),706,627,756
3377,17,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),709,628,747
3378,18,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),707,621,744
3379,19,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),710,630,741
3380,20,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),698,624,741
3381,21,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),705,633,744
3382,22,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),702,603,741
3383,23,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),696,623,731
3384,24,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),701,612,741
3385,25,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),706,621,733
3386,26,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),696,637,749
3387,27,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),710,637,734
3388,28,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),702,618,745
3389,29,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),704,635,744
3390,30,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),705,637,737
3391,31,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),702,613,735
3392,32,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),703,630,744
3393,33,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),709,611,745
3394,34,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),698,615,739
3395,35,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),708,610,749
3396,36,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),700,635,749
3397,37,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),710,637,731
3398,38,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),712,632,741
3399,39,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),707,630,748
3400,40,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),707,622,745
3401,41,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),706,627,750
3402,42,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),707,643,753
3403,43,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),709,628,742
3404,44,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),707,633,746
3405,45,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),706,643,751
3406,46,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),708,630,738
3407,47,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),713,619,735
3408,48,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),710,630,744
3409,49,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),712,629,739
3410,50,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),714,621,745
3411,51,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),707,625,745
3412,52,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),707,615,741
3413,53,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),702,619,742
3414,54,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),702,618,754
3415,55,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),704,636,742
3416,56,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),706,628,749
3417,57,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),702,621,734
3418,58,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),703,628,745
3419,59,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),698,626,750
3420,60,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Extreme),707,626,741
3421,1,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Acceptable),729,757,756
3422,2,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Acceptable),737,729,762
3423,3,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Acceptable),733,747,762
3424,4,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Acceptable),749,734,769
3425,5,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Acceptable),737,751,754
3426,6,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Acceptable),740,754,755
3427,7,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Acceptable),738,753,765
3428,8,Male,L,70,36,34,58,50,50,70,Normal Shoulder,Poking Chin (Acceptable),733,747,759
