,No,Number Per One Dimension,Gender,Size,Width of shoulders,Vertical distance between shoulderes and table surface (shoulder normal),Vertical distance between shoulderes and table surface (round shoulder),Vertical distance between eye level and table surface,Vertical distance between Head posture device and table surface,Vertical distance between Chair and the ground,Horizational Distance (CM),Horizontal distance between eyes and head posture device,Shoulder Posture,Head Posture,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 4-2
3557,3558,18,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,839,823,800,659,-164
3558,3559,19,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,834,820,803,672,-148
3559,3560,20,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,843,814,801,673,-141
3560,3561,21,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,841,816,792,665,-151
3561,3562,22,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,843,812,802,684,-128
3562,3563,23,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,829,811,799,660,-151
3563,3564,24,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,845,822,799,674,-148
3564,3565,25,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,838,816,802,676,-140
3565,3566,26,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,843,810,805,663,-147
3566,3567,27,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,853,809,794,671,-138
3567,3568,28,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,835,821,798,683,-138
3568,3569,29,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,846,814,793,681,-133
3569,3570,30,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,842,832,796,667,-165
3570,3571,31,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,841,806,797,662,-144
3571,3572,32,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,834,807,792,663,-144
3572,3573,33,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,847,814,804,675,-139
3573,3574,34,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,830,810,788,678,-132
3574,3575,35,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,834,817,805,665,-152
3575,3576,36,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,844,809,799,665,-144
3576,3577,37,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,836,818,795,671,-147
3577,3578,38,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,834,821,785,658,-163
3578,3579,39,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,831,818,800,677,-141
3579,3580,40,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,837,816,796,683,-133
3580,3581,41,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,840,823,795,658,-165
3581,3582,42,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,839,808,801,668,-140
3582,3583,43,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,842,817,794,665,-152
3583,3584,44,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,842,806,800,666,-140
3584,3585,45,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,841,815,793,675,-140
3585,3586,46,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,828,814,802,675,-139
3586,3587,47,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,836,795,795,658,-137
3587,3588,48,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,841,805,790,687,-118
3588,3589,49,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,843,801,791,674,-127
3590,3591,51,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,836,811,798,664,-147
3591,3592,52,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,843,818,794,674,-144
3592,3593,53,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,847,820,795,670,-150
3593,3594,54,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,846,812,795,672,-140
3594,3595,55,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,840,809,792,675,-134
3595,3596,56,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,842,814,802,662,-152
3596,3597,57,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,845,814,800,665,-149
3597,3598,58,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,838,817,796,674,-143
3598,3599,59,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,847,808,791,672,-136
3599,3600,60,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,834,811,799,678,-133
3600,3601,1,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),822,664,836,706,42
3601,3602,2,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),815,668,845,709,41
3602,3603,3,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),810,671,845,692,21
3603,3604,4,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),814,676,853,691,15
3604,3605,5,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),819,662,834,691,29
3605,3606,6,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),808,663,841,694,31
3606,3607,7,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),824,683,847,694,11
3607,3608,8,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),818,681,843,689,8
3608,3609,9,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),816,678,847,689,11
3609,3610,10,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),808,686,832,677,-9
3610,3611,11,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),818,669,836,684,15
3611,3612,12,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),810,684,840,687,3
3612,3613,13,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),826,672,847,681,9
3613,3614,14,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),803,702,843,693,-9
3614,3615,15,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),818,672,841,692,20
3615,3616,16,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),810,677,844,684,7
3616,3617,17,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),818,686,845,698,12
3617,3618,18,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),808,680,842,697,17
3618,3619,19,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),822,691,850,692,1
3619,3620,20,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),817,688,841,673,-15
3620,3621,21,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),810,667,842,708,41
3621,3622,22,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),820,669,841,675,6
3622,3623,23,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),818,680,842,661,-19
3623,3624,24,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),832,674,839,698,24
3624,3625,25,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),822,688,844,702,14
3625,3626,26,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),814,676,835,702,26
3626,3627,27,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),809,681,840,685,4
3627,3628,28,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),806,652,849,685,33
3628,3629,29,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),810,685,833,692,7
3629,3630,30,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),804,687,831,697,10
3630,3631,31,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),806,668,840,684,16
3631,3632,32,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),807,684,837,691,7
3632,3633,33,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),810,691,844,698,7
3633,3634,34,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),809,668,850,674,6
3634,3635,35,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),811,687,851,679,-8
3635,3636,36,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),814,665,849,674,9
3636,3637,37,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),819,665,841,680,15
3637,3638,38,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),814,671,846,670,-1
3638,3639,39,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),811,675,842,657,-18
3639,3640,40,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),811,677,840,694,17
3640,3641,41,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),816,672,842,688,16
3641,3642,42,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),802,682,837,668,-14
3642,3643,43,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),817,691,831,677,-14
3643,3644,44,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),815,692,835,697,5
3644,3645,45,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),801,681,843,682,1
3645,3646,46,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),820,683,839,697,14
3646,3647,47,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),809,693,842,691,-2
3647,3648,48,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),806,690,838,673,-17
3648,3649,49,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),808,705,847,687,-18
3649,3650,50,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),795,687,829,664,-23
3650,3651,51,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),809,680,835,690,10
3651,3652,52,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),807,682,842,691,9
3652,3653,53,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),816,695,842,672,-23
3653,3654,54,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),818,698,830,698,0
3654,3655,55,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),810,683,851,695,12
3655,3656,56,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),810,675,845,691,16
3656,3657,57,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),803,708,851,675,-33
3657,3658,58,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),806,701,838,689,-12
3658,3659,59,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Extreme),813,681,846,672,-9
3660,3661,1,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),845,697,854,687,-10
3661,3662,2,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),845,698,851,688,-10
3662,3663,3,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),841,678,846,686,8
3663,3664,4,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),838,704,850,683,-21
3664,3665,5,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),838,711,847,694,-17
3665,3666,6,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),834,699,848,675,-24
3666,3667,7,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),849,689,850,684,-5
3667,3668,8,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),838,699,850,709,10
3668,3669,9,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),836,686,842,700,14
3669,3670,10,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),825,710,850,690,-20
3670,3671,11,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),829,698,847,694,-4
3671,3672,12,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),835,698,855,690,-8
3672,3673,13,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),826,696,850,689,-7
3673,3674,14,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),843,701,844,683,-18
3674,3675,15,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),831,696,853,700,4
3675,3676,16,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),836,709,852,688,-21
3676,3677,17,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),838,712,850,676,-36
3677,3678,18,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),847,688,844,686,-2
3678,3679,19,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),844,689,850,698,9
3679,3680,20,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),840,705,847,692,-13
3680,3681,21,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),828,700,852,691,-9
3681,3682,22,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),837,710,850,698,-12
3682,3683,23,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),831,705,855,690,-15
3683,3684,24,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),827,697,848,692,-5
3684,3685,25,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),830,716,842,691,-25
3685,3686,26,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),841,705,843,693,-12
3686,3687,27,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),832,705,859,677,-28
3687,3688,28,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),839,689,853,689,0
3688,3689,29,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),836,704,852,668,-36
3689,3690,30,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),840,706,860,669,-37
3690,3691,31,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),833,707,862,686,-21
3691,3692,32,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),835,705,866,682,-23
3692,3693,33,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),838,724,855,691,-33
3693,3694,34,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),839,710,863,688,-22
3694,3695,35,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),844,693,847,677,-16
3695,3696,36,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),837,702,855,684,-18
3696,3697,37,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),839,695,850,687,-8
3697,3698,38,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),830,704,852,693,-11
3698,3699,39,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),834,715,846,686,-29
3699,3700,40,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),845,693,847,677,-16
3700,3701,41,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),836,685,844,679,-6
3701,3702,42,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),827,702,845,674,-28
3702,3703,43,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),836,694,861,686,-8
3703,3704,44,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),831,723,837,677,-46
3704,3705,45,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),841,703,857,683,-20
3705,3706,46,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),842,710,853,680,-30
3706,3707,47,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),831,695,850,698,3
3707,3708,48,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),840,718,848,702,-16
3708,3709,49,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),837,701,843,691,-10
3709,3710,50,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),840,713,847,695,-18
3710,3711,51,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),826,707,850,687,-20
3711,3712,52,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),832,690,850,683,-7
3712,3713,53,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),825,708,857,696,-12
3713,3714,54,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),836,703,848,701,-2
3714,3715,55,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),834,697,853,689,-8
3715,3716,56,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),834,699,856,688,-11
3716,3717,57,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),830,701,841,676,-25
3717,3718,58,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),832,696,862,706,10
3718,3719,59,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),829,681,848,687,6
3719,3720,60,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Poking Chin (Acceptable),826,690,847,679,-11
3720,3721,1,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),851,708,856,687,-21
3721,3722,2,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),855,719,855,680,-39
3722,3723,3,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),841,733,864,706,-27
3723,3724,4,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),846,709,849,703,-6
3724,3725,5,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),854,742,854,684,-58
3725,3726,6,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),842,725,848,704,-21
3726,3727,7,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),841,732,859,683,-49
3727,3728,8,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),847,720,855,676,-44
3728,3729,9,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),843,714,844,684,-30
3729,3730,10,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),851,730,852,667,-63
3730,3731,11,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),852,725,861,664,-61
3731,3732,12,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),849,734,850,688,-46
3732,3733,13,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),857,742,841,711,-31
3733,3734,14,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),850,736,852,697,-39
3734,3735,15,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),841,724,863,686,-38
3735,3736,16,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),856,726,850,685,-41
3736,3737,17,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),850,712,853,696,-16
3737,3738,18,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),850,725,863,698,-27
3738,3739,19,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),850,736,853,691,-45
3739,3740,20,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),849,717,854,697,-20
3740,3741,21,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),853,721,846,704,-17
3741,3742,22,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),836,723,868,691,-32
3742,3743,23,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),838,725,853,680,-45
3743,3744,24,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),841,714,857,686,-28
3744,3745,25,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),844,716,852,687,-29
3745,3746,26,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),849,712,852,689,-23
3746,3747,27,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),845,702,857,686,-16
3747,3748,28,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),839,744,851,684,-60
3748,3749,29,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),844,723,853,687,-36
3749,3750,30,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),839,724,843,680,-44
3750,3751,31,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),849,747,852,692,-55
3751,3752,32,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),837,737,855,696,-41
3752,3753,33,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),853,720,851,682,-38
3753,3754,34,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),852,730,864,690,-40
3754,3755,35,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),849,733,865,698,-35
3755,3756,36,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),836,717,850,685,-32
3756,3757,37,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),847,714,861,705,-9
3757,3758,38,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),850,716,862,682,-34
3758,3759,39,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),832,735,854,682,-53
3759,3760,40,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),846,713,859,701,-12
3760,3761,41,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),848,728,857,677,-51
3761,3762,42,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),849,729,853,693,-36
3762,3763,43,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),838,720,860,706,-14
3763,3764,44,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),842,718,862,690,-28
3764,3765,45,Male,L,44,37,35,54,48,48,80,78,Round Shoulder,Neutral Position(Best Position),843,721,851,692,-29
